PARCEL ID,PARCEL ZIP CODE,Shape__Area
010120033,84010,20.72265625
010130001,84010,3834.37109375
010130002,84010,4438.30859375
010130003,84010,6553.25390625
010130004,84010,4972.7421875
010130005,84010,1890.12109375
010130006,84010,1956.3671875
010130007,84010,1952.59375
010130008,84010,1758.609375
010130009,84010,5382.24609375
010130010,84010,6804.65625
010130011,84010,5000.15234375
010130012,84010,1805.23828125
010130013,84010,1950.5
010130014,84010,2349.1171875
010130015,84010,4172.73828125
010130017,84010,2553.4609375
010130018,84010,2094.04296875
010130019,84010,2026.44921875
010130020,84010,2105.53125
010150004,84010,7608.71875
010150010,84010,2424.01171875
010150028,84010,2215.42578125
010160027,84010,4246.015625
010160028,84010,3012.09375
010160030,84010,2046.5078125
010170010,84010,2538.19140625
010170014,84010,4403.046875
010170022,84010,7253.4921875
010170030,84010,3236.19921875
010170031,84010,501.921875
010180016,84010,258.046875
010180020,84010,4135.69140625
010180024,84010,296.08203125
010180025,84010,338.0546875
010180028,84010,300.07421875
010190003,84010,2308.75390625
010190005,84010,6460.92578125
010190010,84010,2828.15625
010190018,84010,2969.0390625
010190021,84010,1299.265625
010190023,84010,2164.48046875
010190025,84010,1988.05859375
010190026,84010,8075.33203125
010190027,84010,373.87890625
010190029,84010,126.1484375
010190030,84010,218.421875
010200010,84010,2075.58203125
010200011,84010,21.4375
010200013,84010,201.09765625
010200025,84010,2054.6484375
010200029,84010,2210.47265625
010200033,84010,214.9921875
010200037,84054,129.16796875
010200038,84054,228.66015625
010200047,84054,1178.5859375
010200048,84054,1850.99609375
010200052,84054,150.63671875
010200053,84010,139.40234375
010210045,84010,199.671875
010210051,84010,2585.578125
010210052,84010,2217.15234375
010210060,84010,140.453125
010210073,84010,2067.41796875
010210077,84010,1275.46875
010210083,84010,3213.98828125
010210090,84010,9436.2890625
010210092,84010,6493.85546875
010210094,84010,225.64453125
010210095,84010,623.57421875
010220002,84010,4008.40234375
010220003,84010,25.1640625
010220004,84010,7158.74609375
010220005,84010,7165.2578125
010220006,84010,7137.99609375
010220007,84010,7207.875
010220008,84010,5729.49609375
010220010,84010,7045.06640625
010220011,84010,7076.26171875
010220012,84010,6977.6796875
010220017,84010,7052.96484375
010220018,84010,7004.4765625
010220020,84010,7051.00390625
010220021,84010,6962.1015625
010220022,84010,6954.0703125
010220023,84010,7004.1953125
010220024,84010,6897.9140625
010220025,84010,7039.44140625
010220029,84010,4020.76953125
010220030,84010,7152.08984375
010220031,84010,5682.16015625
010220032,84010,7131.46484375
010220034,84010,7091.07421875
010220040,84010,1717.80078125
010220041,84010,2689.1953125
010220042,84010,319.5078125
010220044,84010,1900.359375
010220045,84010,2145.49609375
010220046,84010,2965.88671875
010220049,84010,1817.9453125
010220050,84010,1788.64453125
010220051,84010,1554.03515625
010220052,84010,1018.37890625
010220053,84010,571.203125
010220054,84010,3172.86328125
010220055,84010,176.703125
010220056,84010,2928.03515625
010220057,84010,3851.15234375
010220058,84010,2720.2890625
010220059,84010,2733.984375
010220060,84010,2644.55859375
010220061,84010,3205.5625
010220062,84010,3952.15234375
010220063,84010,2864.4921875
010220064,84010,1125.8359375
010220065,84010,2212.80078125
010220066,84010,2356.625
010220067,84010,1889.6015625
010220068,84010,1853.546875
010220069,84010,1883.74609375
010220070,84010,3087.77734375
010220071,84010,2020.46484375
010220072,84010,1953.87890625
010220073,84010,318.14453125
010220075,84010,328.03125
010220078,84010,1389.85546875
010220079,84010,870.16015625
010220080,84010,1252.4921875
010220082,84010,723.73828125
010220083,84010,3.97265625
010220085,84010,760.70703125
010220086,84010,746.80859375
010220087,84010,894.7421875
010220088,84010,831.6640625
010220090,84010,3468.44140625
010220092,84010,2513.6171875
010220095,84010,830.671875
010220096,84010,520.765625
010220097,84010,1948.50390625
010220100,84010,7256.56640625
010220106,84010,113.45703125
010220109,84010,341.9375
010220111,84010,4607.7109375
010220112,84010,2345.484375
010220113,84010,3559.390625
010230001,84010,1696.515625
010230002,84010,1663.46484375
010230003,84010,1662.3359375
010230004,84010,1694.44921875
010230005,84010,1600.19921875
010230006,84010,1667.23046875
010230007,84010,1670.484375
010230008,84010,1663.125
010230009,84010,1650.0
010230010,84010,1707.9609375
010230011,84010,1692.80078125
010230012,84010,1686.3828125
010230013,84010,1554.58984375
010230014,84010,1569.40234375
010230015,84010,1558.62890625
010230016,84010,2678.28515625
010230017,84010,3712.8515625
010230018,84010,661.93359375
010230019,84010,2065.33984375
010230020,84010,1813.84765625
010230021,84010,2062.1875
010230022,84010,2430.10546875
010230023,84010,1884.17578125
010230024,84010,1839.78515625
010230027,84010,1800.13671875
010230028,84010,2032.953125
010230029,84010,1914.2265625
010230030,84010,1858.33984375
010230031,84010,2006.87890625
010230032,84010,2015.8828125
010230033,84010,1888.20703125
010230034,84010,1768.7890625
010230035,84010,1836.23828125
010230036,84010,1824.9375
010230037,84010,1788.4765625
010230038,84010,1821.86328125
010230039,84010,1689.42578125
010230040,84010,1801.125
010230041,84010,365.59765625
010230043,84010,110.25
010230044,84010,2420.01953125
010230045,84010,2442.48828125
010230046,84010,2442.4921875
010230047,84010,5469.109375
010230048,84010,4183.3671875
010230050,84010,1794.12109375
010230051,84010,1756.59375
010230052,84010,2168.41796875
010230053,84010,1396.18359375
010230054,84010,1744.66796875
010230055,84010,1606.83984375
010230056,84010,1556.30859375
010230057,84010,1582.4296875
010230058,84010,1589.3984375
010230059,84010,1577.171875
010230060,84010,1571.4140625
010230061,84010,1610.78515625
010230062,84010,1597.75390625
010230063,84010,1693.69921875
010230064,84010,1803.03515625
010230065,84010,1328.15625
010230066,84010,1600.87109375
010230067,84010,1599.18359375
010230068,84010,1606.5078125
010230069,84010,1600.4296875
010230070,84010,2024.34375
010230071,84010,1747.51953125
010230072,84010,1665.1875
010230073,84010,1638.66796875
010230074,84010,1626.98828125
010230075,84010,1636.8125
010230076,84010,1651.24609375
010230077,84010,2151.578125
010230078,84010,1881.6640625
010230079,84010,1576.6015625
010230080,84010,1610.328125
010230081,84010,1616.64453125
010230082,84010,1598.48828125
010230083,84010,1589.8984375
010230084,84010,1588.23046875
010230085,84010,1607.765625
010230086,84010,1771.85546875
010230087,84010,2660.83984375
010230088,84010,1730.97265625
010230089,84010,1761.875
010230090,84010,1818.13671875
010230091,84010,1630.29296875
010230092,84010,1621.0234375
010230093,84010,1649.140625
010230094,84010,1622.70703125
010230095,84010,1638.6796875
010230096,84010,1659.91796875
010230097,84010,1624.77734375
010230098,84010,1628.01953125
010230099,84010,1680.04296875
010230100,84010,1636.7578125
010230101,84010,1713.015625
010230102,84010,1627.8046875
010230103,84010,1672.1796875
010230104,84010,1644.12890625
010230105,84010,1652.109375
010230106,84010,2045.4296875
010230107,84010,2014.296875
010230108,84010,1964.140625
010230109,84010,1624.65625
010230110,84010,1619.86328125
010230111,84010,1634.02734375
010230112,84010,1594.16015625
010230113,84010,1662.61328125
010230114,84010,1606.70703125
010230115,84010,1643.74609375
010230116,84010,2095.68359375
010230117,84010,1857.96484375
010230118,84010,2360.64453125
010230122,84010,2560.71875
010230125,84010,1916.67578125
010230126,84010,1257.5078125
010240001,84010,1526.49609375
010240002,84010,1475.29296875
010240003,84010,1406.8671875
010240004,84010,1428.359375
010240005,84010,1745.7265625
010240006,84010,1758.8359375
010240007,84010,1457.14453125
010240008,84010,2246.56640625
010240009,84010,1708.4296875
010240010,84010,1730.55078125
010240011,84010,1472.55078125
010250002,84010,75.5859375
010250003,84010,1757.02734375
010250004,84010,1639.05078125
010250005,84010,261.92578125
010250006,84010,107.765625
010250007,84010,219.359375
010250008,84010,159.59375
010260401,84010,1729.19921875
010260402,84010,1802.1484375
010260403,84010,1718.70703125
010260404,84010,1831.3203125
010260405,84010,1748.515625
010260406,84010,2032.5
010260407,84010,2455.4375
010260408,84010,1778.40625
010260409,84010,1740.515625
010260410,84010,2095.25
010260411,84010,1981.43359375
010260412,84010,1638.26953125
010260413,84010,1583.11328125
010260414,84010,1649.8203125
010260415,84010,1578.11328125
010260416,84010,1588.671875
010260417,84010,1572.98828125
010260418,84010,1598.9296875
010260419,84010,1706.36328125
010260420,84010,1488.1796875
010260421,84010,1539.203125
010260422,84010,1485.1015625
010260423,84010,1483.29296875
010260424,84010,1525.0390625
010260425,84010,1583.6484375
010260426,84010,1577.37890625
010260427,84010,1666.65625
010260428,84010,1699.5390625
010260429,84010,1853.58203125
010260430,84010,142.2734375
010260431,84010,1668.19921875
010260432,84010,1900.328125
010260433,84010,1417.609375
010260434,84010,1577.5
010260436,84010,1526.62109375
010260437,84010,2599.46484375
010260438,84010,1918.66015625
010260439,84010,1891.28125
010260440,84010,1935.42578125
010260441,84010,1974.375
010260442,84010,2238.67578125
010260443,84010,2357.046875
010260444,84010,134.046875
010270001,84010,1.1171875
010270002,84010,1504.1640625
010270003,84010,1560.6953125
010270004,84010,1560.54296875
010270005,84010,1657.86328125
010270006,84010,1667.6875
010270007,84010,1647.08203125
010270008,84010,1657.3125
010270009,84010,1657.15625
010270010,84010,1656.9375
010270011,84010,1657.1484375
010270012,84010,1653.8515625
010270013,84010,1657.28125
010270014,84010,1657.24609375
010270015,84010,1657.2421875
010270016,84010,1678.30078125
010270017,84010,1662.4609375
010270021,84010,1922.88671875
010270022,84010,1905.1328125
010270023,84010,1626.69140625
010270024,84010,2121.6640625
010270025,84010,1753.71484375
010270026,84010,2027.67578125
010270027,84010,1691.75
010270028,84010,1620.02734375
010270029,84010,1664.51171875
010270030,84010,2445.09375
010270031,84010,2030.359375
010270032,84010,2148.59765625
010270033,84010,2150.33203125
010270034,84010,2170.6953125
010270035,84010,2283.19921875
010270036,84010,2251.33203125
010270037,84010,1787.109375
010270038,84010,2009.9296875
010270039,84010,2242.81640625
010270040,84010,3030.4140625
010270041,84010,3912.91015625
010270042,84010,2392.3828125
010270043,84010,1949.01953125
010270044,84010,1790.25
010270045,84010,1788.17578125
010270046,84010,1787.1484375
010270048,84010,1718.71484375
010270049,84010,1725.98046875
010270050,84010,1673.16015625
010270052,84010,1995.39453125
010270053,84010,365.96484375
010270054,84010,1963.375
010270056,84010,1769.26953125
010280001,84010,2864.54296875
010280002,84010,2859.33984375
010280004,84010,1797.8046875
010280005,84010,3423.0078125
010280008,84010,7214.359375
010280009,84010,7132.8984375
010280010,84010,7127.1328125
010280011,84010,7021.4921875
010280012,84010,1657.30078125
010280017,84010,7219.3828125
010280019,84010,7190.08203125
010280020,84010,7195.87109375
010280022,84010,3564.65234375
010280027,84010,6941.53515625
010280028,84010,7103.3828125
010280029,84010,7019.8984375
010280030,84010,7109.01171875
010280031,84010,7247.0625
010280032,84010,3084.1484375
010280035,84010,6631.0859375
010280037,84010,1226.65234375
010280038,84010,1347.80859375
010280039,84010,1348.74609375
010280040,84010,519.06640625
010280041,84010,2343.56640625
010280042,84010,1401.5703125
010280043,84010,1282.3828125
010280044,84010,1057.375
010280045,84010,1891.95703125
010280046,84010,1663.88671875
010280047,84010,2270.14453125
010280053,84010,1464.109375
010280054,84010,1431.15625
010280055,84010,1398.47265625
010280056,84010,1409.15625
010280058,84010,1417.39453125
010280059,84010,1416.890625
010280060,84010,1367.43359375
010280061,84010,1461.70703125
010280063,84010,146.578125
010280064,84010,1458.125
010280065,84010,1957.02734375
010280066,84010,1609.45703125
010280070,84010,1814.17578125
010280079,84010,161.12109375
010280081,84010,6945.06640625
010280097,84010,2117.82421875
010280098,84010,7052.95703125
010280104,84010,2896.2578125
010280105,84010,1786.8046875
010280107,84010,817.61328125
010280108,84010,2829.5234375
010280111,84010,3654.8046875
010280113,84010,54.93359375
010280115,84010,2874.30078125
010280116,84010,7105.39453125
010280117,84010,1563.1484375
010290005,84010,1463.49609375
010290007,84010,1494.046875
010290008,84010,2663.35546875
010290009,84010,1892.84375
010290013,84010,1368.37890625
010290015,84010,1724.07421875
010300001,84010,1460.08984375
010300002,84010,1626.25390625
010300003,84010,1895.22265625
010300004,84010,1625.2890625
010300005,84010,1596.00390625
010300006,84010,1451.87890625
010300008,84010,1637.734375
010300009,84010,1889.515625
010300012,84010,1464.19140625
010300017,84010,2115.359375
010300018,84010,2015.94140625
010300019,84010,2456.26953125
010300020,84010,1935.37109375
010300022,84010,1623.51953125
010300023,84010,1664.59375
010300024,84010,2007.7421875
010300028,84010,1069.48828125
010300030,84010,2398.9921875
010300034,84010,1874.98828125
010300035,84010,1618.8203125
010300036,84010,2632.5625
010300037,84010,950.8671875
010310001,84010,2453.60546875
010310002,84010,2460.9453125
010310003,84010,2455.97265625
010310004,84010,2145.21875
010310005,84010,1873.38671875
010310006,84010,2689.52734375
010310007,84010,3249.73828125
010310008,84010,1987.1875
010310009,84010,1919.01953125
010310010,84010,2849.07421875
010310011,84010,1740.30078125
010310014,84010,1771.2265625
010310015,84010,3593.10546875
010310016,84010,3013.703125
010310017,84010,2335.42578125
010310018,84010,1928.55859375
010310019,84010,1674.9375
010310020,84010,1893.2734375
010310021,84010,2211.359375
010310022,84010,1745.8671875
010310023,84010,1799.45703125
010310024,84010,1781.28515625
010310025,84010,1855.83984375
010310026,84010,3608.88671875
010310027,84010,2531.03125
010310028,84010,2127.70703125
010310029,84010,1936.21875
010310030,84010,2116.671875
010310031,84010,1953.78515625
010310032,84010,2808.11328125
010310034,84010,2661.80078125
010310035,84010,6890.046875
010310039,84010,1740.2578125
010310040,84010,49.83203125
010310041,84010,1750.30078125
010310042,84010,44.2734375
010320001,84010,2040.62890625
010320002,84010,1907.25
010320003,84010,1809.36328125
010320004,84010,2041.0078125
010320005,84010,23.72265625
010320006,84010,1864.875
010320007,84010,1619.75
010320008,84010,1612.703125
010320009,84010,2347.71484375
010320010,84010,1643.9140625
010320011,84010,1654.2109375
010320012,84010,1653.6953125
010320013,84010,1710.51953125
010320014,84010,1472.39453125
010320016,84010,1748.23046875
010320017,84010,1863.7578125
010320018,84010,2483.44921875
010320019,84010,1921.4296875
010320020,84010,1920.1328125
010320021,84010,1466.42578125
010320022,84010,1681.87109375
010320023,84010,1924.953125
010320024,84010,2089.5
010320025,84010,2243.890625
010320026,84010,1885.54296875
010320027,84010,1979.0703125
010320030,84010,1682.95703125
010320031,84010,1541.08984375
010320032,84010,1588.5625
010320033,84010,1333.00390625
010320034,84010,281.51953125
010320035,84010,2215.78515625
010320038,84010,8435.81640625
010320039,84010,1570.26171875
010320040,84010,2241.18359375
010320041,84010,2045.5
010320042,84010,2237.828125
010320043,84010,3000.91796875
010320052,84010,1809.31640625
010320053,84010,1732.015625
010320054,84010,2221.390625
010320055,84010,2168.66796875
010320056,84010,2141.13671875
010320057,84010,1932.375
010320058,84010,1668.078125
010320059,84010,1637.98046875
010320060,84010,1861.6953125
010320061,84010,1822.50390625
010320062,84010,2480.41796875
010320063,84010,2399.34765625
010320064,84010,1390.51953125
010320065,84010,1378.40625
010320066,84010,1581.9296875
010320067,84010,1454.25390625
010320068,84010,1463.8359375
010320069,84010,1537.54296875
010320070,84010,2054.94140625
010320071,84010,1701.609375
010320072,84010,1529.91796875
010320073,84010,1526.94921875
010320074,84010,2281.38671875
010320076,84010,192.890625
010320077,84010,716.7265625
010320081,84010,1826.3046875
010320082,84010,1781.9296875
010320083,84010,27.08984375
010320085,84010,1173.77734375
010320086,84010,75.45703125
010330002,84010,2190.09375
010330003,84010,2394.34765625
010330004,84010,3173.80859375
010330005,84010,3596.55078125
010330006,84010,2804.7734375
010330007,84010,2906.0
010330008,84010,2969.74609375
010330010,84010,2962.6953125
010330011,84010,3498.46484375
010330012,84010,31.18359375
010340001,84010,2229.3515625
010340002,84010,1784.90234375
010340003,84010,1937.859375
010340004,84010,2507.47265625
010340005,84010,2711.19921875
010340006,84010,2336.20703125
010340007,84010,2218.91015625
010340008,84010,2413.53125
010340009,84010,2375.7578125
010340010,84010,3546.8203125
010340011,84010,2602.2578125
010340012,84010,2567.07421875
010340013,84010,2424.80078125
010340014,84010,2532.8125
010340015,84010,1742.921875
010340016,84010,1751.15625
010340017,84010,1762.46875
010340018,84010,1737.65625
010340020,84010,2623.64453125
010340021,84010,1797.39453125
010340022,84010,1742.48046875
010340023,84010,1748.625
010340024,84010,1689.30859375
010340025,84010,1757.17578125
010340026,84010,2070.45703125
010340027,84010,1883.5
010340028,84010,1911.52734375
010340029,84010,1734.82421875
010340030,84010,1788.19921875
010340031,84010,1782.0859375
010340032,84010,1762.16015625
010340033,84010,1736.3671875
010340034,84010,2296.0546875
010340035,84010,1955.37109375
010340036,84010,1818.3046875
010340038,84010,1961.00390625
010340039,84010,2149.19140625
010340040,84010,1934.79296875
010340041,84010,1802.9296875
010340042,84010,1789.0546875
010340043,84010,1780.3046875
010340044,84010,1842.4140625
010340045,84010,1832.734375
010340046,84010,1707.16015625
010340047,84010,2298.23046875
010340048,84010,1946.43359375
010340049,84010,1632.640625
010340050,84010,1992.6328125
010340051,84010,2719.8046875
010340052,84010,1720.61328125
010340053,84010,1621.15234375
010340055,84010,2395.76953125
010340056,84010,2334.57421875
010340057,84010,2334.5546875
010340058,84010,2343.95703125
010340059,84010,2471.265625
010340060,84010,2267.44921875
010340062,84010,2394.66015625
010340063,84010,2695.81640625
010340064,84010,3312.29296875
010340065,84010,4000.828125
010340066,84010,3551.79296875
010340069,84010,2419.96484375
010340070,84010,1919.5078125
010340071,84010,1698.1484375
010340072,84010,1781.0859375
010340073,84010,1948.69140625
010340074,84010,1669.0234375
010340075,84010,1803.80078125
010340076,84010,1750.46875
010340077,84010,1644.44140625
010340078,84010,1806.76171875
010340079,84010,1653.63671875
010340080,84010,1592.953125
010340081,84010,1633.6015625
010340082,84010,2656.87890625
010340083,84010,2456.84375
010340084,84010,288.2890625
010340085,84010,152.71875
010340088,84010,24.63671875
010340089,84010,184.40234375
010340092,84010,122.875
010340094,84010,1852.8984375
010350019,84054,2867.140625
010350035,84054,128.05859375
010350036,84054,148.96875
010350037,84054,171.37109375
010360021,84010,1769.09375
010360027,84010,468.0390625
010370010,84054,64.94921875
010370015,84054,121.328125
010370018,84054,340.6640625
010370019,84054,1823.8359375
010370020,84054,40.12890625
010370025,84054,1282.9375
010450006,84054,1954.41015625
010450007,84054,2637.328125
010450008,84054,2711.37109375
010450011,84054,1607.63671875
010450014,84054,5249.796875
010450015,84054,3865.265625
010450016,84054,3431.984375
010450018,84010,3318.16015625
010450019,84010,3649.77734375
010450020,84010,3543.9921875
010450021,84010,1832.328125
010450022,84010,1773.83203125
010450023,84010,4254.1171875
010450025,84010,5197.1953125
010450026,84010,1526.16015625
010450027,84010,2130.26953125
010450028,84010,2966.953125
010450029,84010,2583.13671875
010450030,84010,2802.94140625
010450033,84010,3512.80859375
010450034,84010,4756.44140625
010450037,84054,1397.6484375
010450038,84054,1547.97265625
010450043,84054,1195.9296875
010450044,84010,870.16796875
010450046,84010,3188.765625
010450057,84054,4582.60546875
010450063,84054,1262.84765625
010450064,84010,1193.64453125
010450065,84010,682.34765625
010450066,84010,1738.58984375
010450067,84010,430.8125
010450068,84010,3149.9609375
010450072,84054,848.828125
010450074,84054,1694.49609375
010450075,84054,1378.6015625
010450077,84054,5586.5859375
010450079,84054,200.6953125
010450084,84010,5675.75
010450085,84010,5563.40625
010450087,84054,1235.48046875
010460001,84054,3592.3125
010460002,84054,1219.43359375
010460003,84054,3551.23828125
010460004,84054,5039.4140625
010460009,84010,1708.23828125
010460010,84010,1381.359375
010460018,84010,612.734375
010460021,84010,9938.8515625
010460022,84010,1561.44921875
010460023,84010,2170.88671875
010460024,84010,2265.2421875
010460026,84010,4895.8828125
010460027,84010,2133.03125
010460028,84010,2116.84765625
010460032,84010,1850.41796875
010460037,84010,1453.76171875
010460038,84010,1457.60546875
010460039,84010,1457.60546875
010460040,84010,1456.296875
010460041,84010,1744.06640625
010460047,84010,1886.875
010460049,84054,8902.4375
010460052,84010,3482.2109375
010460054,84010,3799.34375
010460055,84010,3245.71875
010460059,84054,8100.640625
010460060,84010,4725.34375
010460061,84010,2689.98046875
010460062,84010,1606.3359375
010460064,84010,3.21875
010460065,84010,880.1640625
010460071,84010,2378.0234375
010460073,84010,1948.46875
010460075,84010,467.6171875
010460076,84010,108.3203125
010460079,84010,3712.76171875
010460080,84010,92.59765625
010460084,84010,3617.60546875
010460085,84054,201.625
010460090,84054,7128.4375
010460091,84010,8190.0234375
010460092,84054,1403.76953125
010460093,84010,233.421875
010460094,84010,2113.95703125
010470001,84054,295.68359375
010470003,84010,6293.765625
010470007,84010,1150.96875
010470008,84010,1739.61328125
010470012,84054,1601.91015625
010470013,84054,2194.94921875
010470014,84054,1441.78125
010470015,84054,2166.2734375
010470016,84054,2197.6953125
010470024,84054,1899.28125
010470025,84054,2331.34765625
010470027,84054,1476.64453125
010470030,84054,1116.0703125
010470031,84010,1787.51953125
010470041,84054,1272.55859375
010470042,84054,1524.7265625
010470043,84054,1596.33203125
010470054,84054,41.4140625
010470057,84054,1266.9609375
010470058,84054,1471.76953125
010470059,84054,1397.98046875
010470060,84054,1572.94140625
010470061,84054,2010.61328125
010470063,84054,2716.578125
010470064,84054,48.5234375
010470066,84054,376.59375
010470069,84054,2501.61328125
010470078,84054,1498.1015625
010470079,84010,1616.87890625
010470080,84010,218.4453125
010470082,84010,2199.48046875
010470083,84010,114.5625
010470084,84010,2474.80078125
010470085,84010,1912.87109375
010470086,84010,1996.88671875
010470087,84010,2031.2265625
010470089,84010,1884.40625
010470092,84010,1650.484375
010470101,84010,2665.15625
010470104,84054,6219.79296875
010470105,84054,4111.8125
010470108,84054,5397.9453125
010470124,84010,3632.90625
010470133,84054,3008.421875
010470141,84054,3906.88671875
010470142,84054,3869.640625
010470143,84054,6060.69921875
010470148,84054,6799.00390625
010470150,84054,2562.21875
010470154,84054,6129.5625
010470169,84054,3610.76953125
010470170,84054,4159.48828125
010470171,84054,1557.6953125
010470176,84054,2879.66015625
010470177,84054,4725.41796875
010470204,84054,7356.79296875
010470206,84054,651.9765625
010470208,84054,1870.56640625
010470212,84054,1811.41796875
010470213,84054,4748.00390625
010470214,84054,1506.69921875
010470217,84010,6502.53125
010470219,84054,1410.44921875
010470232,84054,5456.43359375
010470238,84054,1908.578125
010470243,84054,3664.64453125
010470246,84054,2739.3359375
010470247,84054,4741.66796875
010470248,84054,2026.76171875
010470251,84054,1193.46484375
010470252,84054,2292.22265625
010470253,84054,235.9921875
010470254,84054,1496.37109375
010470255,84054,1418.8125
010470258,84054,3386.2890625
010470259,84054,2006.46484375
010470285,84054,808.625
010470286,84054,2256.69921875
010470287,84054,328.2109375
010470288,84054,2365.203125
010470290,84054,2143.29296875
010470293,84010,3628.796875
010470296,84054,3203.1640625
010470297,84054,1428.8046875
010470300,84054,4128.26171875
010470304,84010,3346.9453125
010470307,84054,3568.62109375
010470309,84054,1979.69921875
010470310,84054,4054.546875
010470311,84054,313.70703125
010470315,84054,1835.29296875
010470317,84054,2169.50390625
010470319,84054,1459.828125
010470324,84054,1949.1328125
010470325,84054,1798.6484375
010470326,84054,1413.55859375
